STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN,DATA_SOURCE,YEAR
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-01,0.0,48.0,58.0,38.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-02,0.25,58.0,64.0,52.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-03,2.05,61.0,68.0,53.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-04,0.08,42.0,57.0,27.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-05,0.0,29.0,32.0,25.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-06,0.0,35.0,47.0,23.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-07,0.0,35.0,46.0,23.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-08,0.02,32.0,43.0,21.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-09,0.06,44.0,49.0,38.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-10,0.01,48.0,53.0,42.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-11,0.0,43.0,50.0,35.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-12,0.0,44.0,59.0,28.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-13,0.07,43.0,57.0,29.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-14,0.0,26.0,32.0,20.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-15,0.0,37.0,52.0,22.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-16,0.0,42.0,54.0,29.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-17,0.18,26.0,32.0,19.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-18,0.05,27.0,30.0,24.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-19,0.09,29.0,32.0,25.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-20,0.01,23.0,33.0,12.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-21,0.0,12.0,20.0,4.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-22,0.02,22.0,28.0,15.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-23,0.0,30.0,31.0,28.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-24,0.0,19.0,29.0,9.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-25,0.0,13.0,22.0,4.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-26,0.0,17.0,24.0,10.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-27,0.0,11.0,19.0,3.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-28,0.0,18.0,26.0,9.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-29,0.5,28.0,33.0,22.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-30,0.01,29.0,33.0,24.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-01-31,0.0,25.0,28.0,21.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-01,0.0,26.0,32.0,20.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-02,0.0,22.0,30.0,13.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-03,0.0,33.0,39.0,27.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-04,0.03,31.0,34.0,28.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-05,0.0,28.0,34.0,21.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-06,0.0,29.0,38.0,20.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-07,0.0,39.0,50.0,28.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-08,0.0,36.0,48.0,24.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-09,0.0,43.0,56.0,29.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-10,0.01,53.0,64.0,41.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-11,0.0,45.0,56.0,33.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-12,0.0,38.0,45.0,30.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-13,1.24,47.0,58.0,35.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-14,0.08,44.0,53.0,34.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-15,0.0,42.0,52.0,31.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-16,0.0,43.0,56.0,29.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-17,0.13,35.0,44.0,26.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-18,2.57,53.0,66.0,39.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-19,0.0,40.0,47.0,32.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-20,0.0,37.0,43.0,31.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-21,0.0,38.0,52.0,24.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-22,0.07,49.0,56.0,42.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-23,0.0,58.0,68.0,48.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-24,0.38,59.0,69.0,48.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-25,0.0,64.0,74.0,54.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-26,0.0,66.0,73.0,58.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-27,0.3,52.0,66.0,37.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-28,0.0,44.0,56.0,32.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-02-29,0.0,52.0,66.0,38.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-01,0.03,53.0,64.0,42.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-02,0.0,42.0,51.0,32.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-03,0.0,37.0,42.0,32.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-04,0.0,46.0,57.0,35.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-05,0.0,48.0,64.0,32.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-06,0.0,50.0,67.0,33.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-07,0.0,60.0,75.0,45.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-08,0.0,64.0,76.0,52.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-09,0.05,61.0,75.0,47.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-10,0.0,48.0,60.0,35.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-11,0.4,37.0,44.0,30.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-12,0.0,36.0,43.0,28.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-13,0.0,37.0,47.0,27.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-14,0.0,48.0,61.0,35.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-15,0.0,57.0,69.0,44.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-16,1.35,47.0,58.0,35.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-17,0.0,35.0,42.0,28.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-18,0.0,40.0,54.0,26.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-19,1.58,50.0,53.0,47.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-20,0.35,51.0,54.0,47.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-21,0.0,48.0,57.0,38.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-22,0.0,48.0,60.0,36.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-23,0.0,52.0,64.0,39.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-24,0.0,62.0,74.0,49.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-25,0.0,64.0,72.0,56.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-26,0.0,51.0,65.0,37.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-27,0.09,51.0,57.0,44.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-28,0.04,44.0,49.0,39.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-29,0.0,42.0,53.0,30.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-30,0.0,48.0,58.0,37.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-03-31,0.0,45.0,60.0,30.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-01,0.0,53.0,73.0,32.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-02,0.4,60.0,63.0,57.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-03,1.14,56.0,64.0,48.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-04,0.07,41.0,48.0,34.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-05,0.0,44.0,58.0,30.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-06,0.0,61.0,69.0,53.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-07,0.31,61.0,71.0,51.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-08,0.85,43.0,55.0,31.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-09,0.0,42.0,58.0,25.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-10,0.0,53.0,66.0,39.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-11,0.52,51.0,57.0,45.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-12,0.0,43.0,50.0,36.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-13,0.0,48.0,59.0,36.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-14,0.0,57.0,70.0,43.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-15,0.0,61.0,73.0,49.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-16,0.0,62.0,72.0,52.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-17,0.65,54.0,61.0,47.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-18,0.01,52.0,56.0,47.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-19,0.0,60.0,68.0,51.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-20,0.38,67.0,78.0,56.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-21,0.06,49.0,57.0,41.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-22,0.0,51.0,60.0,41.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-23,0.0,54.0,66.0,41.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-24,0.13,53.0,55.0,50.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-25,0.0,57.0,66.0,48.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-26,0.0,50.0,62.0,37.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-27,0.0,53.0,68.0,38.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-28,0.0,56.0,70.0,41.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-29,0.0,55.0,69.0,41.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-04-30,0.0,59.0,73.0,45.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-01,0.05,63.0,77.0,49.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-02,0.08,63.0,72.0,54.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-03,0.41,66.0,81.0,51.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-04,0.02,69.0,77.0,61.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-05,0.0,71.0,81.0,61.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-06,0.0,73.0,83.0,62.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-07,0.0,73.0,84.0,62.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-08,0.0,76.0,83.0,69.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-09,0.0,76.0,84.0,67.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-10,0.0,64.0,74.0,54.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-11,0.0,66.0,83.0,49.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-12,0.0,79.0,85.0,73.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-13,0.65,65.0,76.0,54.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-14,0.0,55.0,65.0,45.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-15,0.0,57.0,71.0,43.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-16,0.0,60.0,75.0,45.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-17,0.25,67.0,75.0,59.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-18,0.0,77.0,86.0,68.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-19,0.01,72.0,80.0,64.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-20,0.04,59.0,64.0,54.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-21,0.0,58.0,67.0,48.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-22,0.02,63.0,76.0,49.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-23,0.64,68.0,75.0,61.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-24,0.0,74.0,84.0,63.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-25,0.01,66.0,75.0,57.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-26,0.0,63.0,76.0,50.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-27,0.6,73.0,81.0,64.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-28,0.19,64.0,71.0,57.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-29,0.02,60.0,67.0,53.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-30,0.0,63.0,76.0,49.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-05-31,0.0,72.0,84.0,59.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-01,0.0,75.0,86.0,64.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-02,0.0,77.0,88.0,66.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-03,0.0,67.0,76.0,58.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-04,0.0,65.0,78.0,51.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-05,0.08,67.0,76.0,57.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-06,0.0,62.0,72.0,52.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-07,0.0,62.0,78.0,45.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-08,0.0,69.0,84.0,54.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-09,0.0,75.0,88.0,61.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-10,0.0,79.0,91.0,66.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-11,0.0,81.0,92.0,69.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-12,0.0,81.0,94.0,68.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-13,0.0,83.0,95.0,70.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-14,0.0,83.0,91.0,74.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-15,0.35,76.0,83.0,68.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-16,0.03,79.0,88.0,70.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-17,1.64,77.0,85.0,69.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-18,0.24,72.0,76.0,68.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-19,0.08,71.0,78.0,63.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-20,0.15,76.0,87.0,65.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-21,0.01,77.0,86.0,68.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-22,0.0,74.0,85.0,63.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-23,0.0,77.0,88.0,65.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-24,0.0,79.0,90.0,68.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-25,0.22,77.0,83.0,70.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-26,0.13,77.0,88.0,65.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-27,0.88,69.0,76.0,62.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-28,0.01,68.0,74.0,61.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-29,0.0,69.0,79.0,59.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-06-30,0.0,68.0,79.0,57.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-01,0.0,70.0,83.0,57.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-02,0.0,74.0,87.0,60.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-03,0.0,79.0,88.0,69.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-04,0.12,78.0,87.0,69.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-05,0.83,77.0,83.0,70.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-06,0.0,78.0,87.0,69.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-07,0.0,73.0,80.0,66.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-08,0.0,72.0,84.0,59.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-09,0.0,77.0,89.0,64.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-10,0.11,80.0,90.0,69.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-11,1.0,77.0,84.0,70.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-12,0.0,78.0,83.0,72.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-13,0.0,79.0,86.0,71.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-14,0.0,76.0,87.0,65.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-15,0.0,73.0,82.0,64.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-16,0.0,70.0,81.0,59.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-17,0.0,73.0,85.0,61.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-18,0.0,74.0,83.0,65.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-19,0.4,69.0,76.0,62.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-20,0.0,69.0,78.0,60.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-21,0.0,71.0,79.0,62.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-22,0.0,69.0,78.0,59.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-23,0.0,69.0,80.0,57.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-24,0.0,69.0,80.0,58.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-25,0.0,71.0,84.0,58.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-26,0.0,78.0,88.0,67.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-27,0.0,77.0,90.0,64.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-28,0.06,76.0,84.0,67.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-29,0.45,70.0,73.0,66.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-30,0.39,72.0,78.0,66.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-07-31,0.0,76.0,84.0,67.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-08-01,0.06,75.0,84.0,66.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-08-02,0.35,76.0,86.0,66.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-08-03,0.0,77.0,85.0,68.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-08-04,0.32,74.0,81.0,66.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-08-05,0.01,71.0,81.0,61.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-08-06,0.01,82.0,90.0,74.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-08-07,0.0,80.0,89.0,70.0,dailies,2000
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2000-08-08,0.35,77.0,86.0,67.0,dailies,2000
