STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN,DATA_SOURCE,YEAR
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-07-23,0.0,80.0,90.0,70.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-07-23,0.01,79.5,90.0,69.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-07-24,0.0,81.0,91.0,70.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-07-24,0.01,82.0,93.0,71.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-07-25,0.0,83.5,96.0,71.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-07-25,0.0,84.0,94.0,73.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-07-26,0.0,86.0,96.0,76.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-07-26,0.0,85.0,94.0,76.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-07-27,0.0,77.0,86.0,67.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-07-27,0.0,75.0,85.0,65.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-07-28,0.0,73.5,86.0,61.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-07-28,0.0,75.0,85.0,65.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-07-29,0.0,74.0,87.0,61.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-07-29,0.0,76.0,88.0,63.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-07-30,0.01,75.5,90.0,61.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-07-30,0.0,78.0,91.0,65.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-07-31,0.0,79.0,92.0,65.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-07-31,0.0,77.0,92.0,62.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-01,0.0,81.0,95.0,67.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-01,0.0,81.0,94.0,68.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-02,0.0,80.5,95.0,66.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-02,0.0,79.5,96.0,63.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-03,0.0,81.0,95.0,67.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-03,0.0,81.5,96.0,67.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-04,0.0,82.0,97.0,67.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-04,0.0,82.0,98.0,66.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-05,0.02,81.0,93.0,69.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-05,0.0,81.0,92.0,70.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-06,0.0,77.5,88.0,67.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-06,0.0,79.0,88.0,70.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-07,0.0,80.0,92.0,68.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-07,0.54,78.5,91.0,66.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-08,0.01,75.5,87.0,64.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-08,0.0,77.5,88.0,67.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-09,0.0,78.5,92.0,65.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-09,0.01,78.0,92.0,64.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-10,0.0,80.5,95.0,66.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-10,0.0,79.5,95.0,64.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-11,0.0,83.5,97.0,70.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-11,0.0,83.5,97.0,70.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-12,0.0,85.0,98.0,72.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-12,0.0,85.0,97.0,73.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-13,0.74,84.0,97.0,71.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-13,0.28,85.0,98.0,72.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-14,0.0,80.5,93.0,68.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-14,0.01,80.0,92.0,68.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-15,0.0,79.5,90.0,69.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-15,0.0,78.0,88.0,68.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-16,0.32,76.0,80.0,72.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-16,0.59,75.0,79.0,71.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-17,0.0,75.5,84.0,67.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-17,0.0,76.5,85.0,68.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-18,0.02,77.5,84.0,71.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-18,0.02,76.5,83.0,70.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-19,0.23,81.5,94.0,69.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-19,0.19,81.0,93.0,69.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-20,0.0,85.0,96.0,74.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-20,0.0,85.0,96.0,74.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-21,0.0,80.5,92.0,69.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-21,0.02,79.0,91.0,67.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-22,0.34,76.5,89.0,64.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-22,0.0,77.0,90.0,64.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-23,0.0,72.5,83.0,62.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-23,0.0,72.5,83.0,62.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-24,0.0,72.0,85.0,59.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-24,0.0,72.0,85.0,59.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-25,0.0,75.5,91.0,60.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-25,0.01,74.5,91.0,58.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-26,0.18,76.0,81.0,71.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-26,0.11,77.0,82.0,72.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-27,0.04,77.5,84.0,71.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-27,0.42,77.0,83.0,71.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-28,1.08,76.5,86.0,67.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-28,1.31,77.0,86.0,68.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-29,0.35,70.5,72.0,69.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-29,0.44,70.0,72.0,68.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-30,2.14,71.5,73.0,70.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-30,1.87,71.5,73.0,70.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-08-31,0.35,73.0,81.0,65.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-08-31,0.32,73.5,82.0,65.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-01,0.0,72.0,84.0,60.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-01,0.0,71.5,83.0,60.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-02,0.0,74.0,84.0,64.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-02,0.0,73.5,83.0,64.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-03,0.0,68.5,80.0,57.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-03,0.0,70.5,82.0,59.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-04,0.01,67.5,78.0,57.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-04,0.0,69.0,80.0,58.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-05,0.0,70.0,82.0,58.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-05,0.01,68.0,80.0,56.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-06,0.02,70.0,81.0,59.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-06,0.0,72.5,83.0,62.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-07,0.0,71.0,83.0,59.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-07,0.0,69.5,80.0,59.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-08,0.0,70.0,83.0,57.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-08,0.02,69.0,81.0,57.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-09,0.0,74.0,85.0,63.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-09,0.01,73.5,84.0,63.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-10,0.0,75.0,87.0,63.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-10,0.0,73.0,84.0,62.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-11,0.0,75.5,88.0,63.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-11,0.01,73.0,85.0,61.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-12,0.0,73.5,87.0,60.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-12,0.0,71.5,85.0,58.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-13,0.03,71.5,83.0,60.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-13,0.0,73.0,85.0,61.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-14,0.0,73.0,84.0,62.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-14,0.01,71.5,82.0,61.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-15,0.01,73.5,84.0,63.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-15,0.0,74.5,86.0,63.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-16,0.15,73.5,82.0,65.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-16,0.13,75.0,83.0,67.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-17,0.0,69.0,75.0,63.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-17,0.01,68.5,74.0,63.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-18,0.0,69.5,79.0,60.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-18,0.02,68.0,78.0,58.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-19,0.0,73.5,88.0,59.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-19,0.0,71.0,86.0,56.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-20,0.22,70.5,79.0,62.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-20,0.11,71.5,80.0,63.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-21,0.0,72.5,86.0,59.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-21,0.0,70.0,82.0,58.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-22,0.02,73.0,87.0,59.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-22,0.0,75.5,89.0,62.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-23,0.0,79.0,89.0,69.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-23,0.04,78.0,87.0,69.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-24,0.01,76.5,86.0,67.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-24,0.0,78.0,88.0,68.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-25,0.11,74.0,79.0,69.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-25,0.01,77.0,83.0,71.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-26,0.23,69.5,76.0,63.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-26,0.32,69.5,76.0,63.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-27,0.0,66.0,75.0,57.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-27,0.0,65.0,74.0,56.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-28,0.01,67.0,83.0,51.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-28,0.0,68.0,84.0,52.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-29,0.32,61.5,75.0,48.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-29,0.05,60.5,75.0,46.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-09-30,0.0,57.5,72.0,43.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-09-30,0.02,55.0,70.0,40.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-01,0.0,66.5,80.0,53.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-01,0.0,64.0,79.0,49.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-02,0.0,73.5,85.0,62.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-02,0.0,72.0,84.0,60.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-03,0.02,72.0,85.0,59.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-03,0.0,74.5,87.0,62.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-04,0.0,73.5,86.0,61.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-04,0.01,71.0,85.0,57.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-05,0.02,72.0,85.0,59.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-05,0.0,72.5,85.0,60.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-06,0.01,73.5,86.0,61.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-06,0.05,71.5,84.0,59.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-07,0.23,58.0,64.0,52.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-07,0.15,57.0,62.0,52.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-08,0.0,54.0,57.0,51.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-08,0.0,54.0,57.0,51.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-09,0.0,53.0,56.0,50.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-09,0.0,51.0,54.0,48.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-10,0.0,59.5,67.0,52.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-10,0.0,58.0,65.0,51.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-11,0.0,65.0,72.0,58.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-11,0.02,63.0,70.0,56.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-12,0.02,63.0,70.0,56.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-12,0.0,64.5,73.0,56.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-13,0.0,62.5,72.0,53.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-13,0.01,60.0,71.0,49.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-14,0.0,62.5,75.0,50.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-14,0.03,61.5,74.0,49.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-15,0.0,62.0,74.0,50.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-15,0.0,62.5,75.0,50.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-16,0.0,51.0,64.0,38.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-16,0.0,51.5,66.0,37.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-17,0.0,55.5,71.0,40.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-17,0.02,56.0,72.0,40.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-18,0.0,65.0,77.0,53.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-18,0.0,65.0,77.0,53.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-19,0.02,66.5,84.0,49.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-19,0.0,67.0,84.0,50.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-20,0.01,67.5,79.0,56.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-20,0.02,66.0,78.0,54.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-21,0.34,57.5,65.0,50.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-21,0.46,58.0,66.0,50.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-22,0.04,52.0,58.0,46.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-22,0.03,52.5,59.0,46.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-23,0.15,43.5,50.0,37.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-23,0.14,42.0,48.0,36.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-24,0.03,40.0,47.0,33.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-24,0.05,39.5,46.0,33.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-25,0.01,45.0,48.0,42.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-25,0.01,44.5,47.0,42.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-26,0.0,44.5,55.0,34.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-26,0.0,44.5,54.0,35.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-27,0.0,43.0,54.0,32.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-27,0.0,43.0,53.0,33.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-28,0.0,42.5,52.0,33.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-28,0.0,41.5,51.0,32.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-29,0.0,41.0,55.0,27.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-29,0.0,42.5,56.0,29.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-30,0.0,49.0,65.0,33.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-30,0.0,48.5,66.0,31.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-10-31,0.0,57.0,69.0,45.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-10-31,0.0,56.5,69.0,44.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-01,0.04,45.5,53.0,38.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-01,0.05,46.0,53.0,39.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-02,0.0,49.0,65.0,33.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-02,0.0,48.5,64.0,33.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-03,0.0,58.0,72.0,44.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-03,0.0,57.5,71.0,44.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-04,0.0,61.5,69.0,54.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-04,0.0,62.0,69.0,55.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-05,0.0,65.0,76.0,54.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-05,0.0,67.0,76.0,58.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-06,0.13,58.0,69.0,47.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-06,0.16,58.0,70.0,46.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-07,0.0,51.0,64.0,38.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-07,0.0,50.5,64.0,37.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-08,0.0,64.5,75.0,54.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-08,0.0,64.0,74.0,54.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-09,0.0,62.5,75.0,50.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-09,0.0,63.0,75.0,51.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-10,0.0,43.0,52.0,34.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-10,0.0,44.0,52.0,36.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-11,0.0,41.5,57.0,26.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-11,0.0,41.5,57.0,26.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-12,0.0,55.5,69.0,42.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-12,0.0,54.0,69.0,39.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-13,0.28,55.0,59.0,51.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-13,0.43,54.5,60.0,49.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-14,0.12,51.5,62.0,41.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-14,0.23,51.0,63.0,39.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-15,0.52,62.0,71.0,53.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-15,0.51,62.0,71.0,53.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-16,0.04,39.5,53.0,26.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-16,0.01,38.0,51.0,25.0,dailies,2005
USW00063838,"VERSAILLES 3 NNW, KY US",2005-11-17,0.0,26.5,33.0,20.0,dailies,2005
USW00093820,"LEXINGTON BLUEGRASS AIRPORT, KY US",2005-11-17,0.0,27.5,34.0,21.0,dailies,2005
