DATA_SOURCE,STATION,NAME,DATE,YEAR,TEMP,PRCP,GUST_MAX,GUST_MIN,WDSP,FRSHTT,DEWP,SEASON
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-01,1948,53.5,99.99,64.0,37.9,19.9,10000,47.3,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-02,1948,29.1,99.99,35.1,26.1,19.2,111000,27.8,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-03,1948,29.4,99.99,30.9,28.0,6.2,111000,28.6,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-04,1948,32.4,99.99,35.1,30.0,12.8,111000,29.6,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-05,1948,30.9,99.99,34.0,28.0,7.9,1000,27.8,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-06,1948,34.3,99.99,42.1,30.0,9.2,1000,26.0,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-07,1948,31.8,0.0,42.1,23.0,8.7,0,21.8,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-08,1948,41.4,0.0,55.9,32.0,12.2,0,27.9,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-09,1948,49.8,99.99,55.9,37.0,16.6,10000,42.2,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-10,1948,32.6,0.0,37.9,26.1,7.4,0,24.3,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-11,1948,29.3,0.0,39.9,19.9,7.5,0,19.1,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-12,1948,36.2,99.99,42.1,32.0,10.7,111000,29.2,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-13,1948,30.5,99.99,35.1,23.0,11.1,111000,27.8,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-14,1948,14.1,99.99,19.9,10.9,12.0,1000,7.5,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-15,1948,17.2,0.0,35.1,5.0,13.5,0,8.7,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-16,1948,29.2,99.99,34.0,21.0,12.1,1000,18.9,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-17,1948,16.9,99.99,21.0,12.0,6.7,1000,12.7,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-18,1948,5.9,0.0,17.1,-2.9,6.7,0,2.0,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-19,1948,14.0,0.0,30.0,3.0,6.4,0,7.2,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-20,1948,25.4,0.0,37.9,15.1,6.3,0,18.3,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-21,1948,35.8,0.0,41.0,32.0,8.7,0,27.8,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-22,1948,19.3,99.99,36.0,12.0,9.7,1000,16.4,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-23,1948,9.9,99.99,14.0,1.9,9.1,1000,4.0,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-24,1948,9.9,99.99,14.0,7.0,14.0,1000,5.3,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-25,1948,7.8,99.99,21.0,-2.0,2.4,1000,5.1,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-26,1948,12.9,99.99,26.1,0.0,2.9,101000,9.0,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-27,1948,20.1,99.99,21.9,17.1,7.5,1000,16.6,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-28,1948,9.0,0.0,18.0,-2.0,6.3,0,4.6,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-29,1948,13.7,0.0,21.9,3.9,4.2,0,6.9,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-30,1948,21.3,99.99,27.0,16.0,7.6,11000,12.1,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-01-31,1948,17.1,99.99,21.9,15.1,12.1,11000,13.9,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-01,1948,15.8,99.99,21.0,12.0,6.9,1000,13.8,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-02,1948,18.2,0.0,32.0,6.1,5.5,100000,14.9,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-03,1948,23.9,99.99,35.1,12.9,6.0,1000,17.8,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-04,1948,34.2,99.99,37.0,32.0,8.5,111000,32.3,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-05,1948,31.9,99.99,35.1,28.9,5.6,111000,31.1,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-06,1948,27.1,99.99,33.1,23.0,3.2,101000,25.3,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-07,1948,30.1,99.99,36.0,19.9,6.8,110000,29.2,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-08,1948,28.8,99.99,35.1,21.9,11.3,101000,25.0,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-09,1948,14.8,0.0,21.9,6.1,13.1,0,9.3,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-10,1948,17.2,0.0,32.0,6.1,10.1,0,9.3,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-11,1948,32.1,0.0,42.1,25.0,7.5,0,24.7,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-12,1948,36.3,99.99,39.0,35.1,7.0,110000,35.5,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-13,1948,48.3,99.99,63.0,36.0,14.2,110010,47.5,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-14,1948,32.8,99.99,50.0,25.0,18.8,111000,30.1,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-15,1948,33.4,0.0,50.0,21.9,4.8,0,26.4,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-16,1948,46.1,0.0,60.1,37.9,13.5,0,32.8,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-17,1948,51.2,0.0,62.1,43.0,6.8,0,43.5,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-18,1948,52.1,0.0,70.0,39.9,8.8,0,38.9,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-19,1948,57.5,0.0,66.0,51.1,15.3,0,43.2,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-20,1948,34.3,0.0,55.9,25.0,13.1,0,21.8,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-21,1948,24.8,99.99,28.0,21.0,14.7,1000,16.6,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-22,1948,23.8,99.99,32.0,19.0,12.2,1000,20.6,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-23,1948,36.0,0.0,48.0,28.0,7.1,0,29.0,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-24,1948,42.3,99.99,54.0,33.1,9.4,10000,34.8,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-25,1948,49.3,99.99,51.1,46.9,10.8,110000,47.8,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-26,1948,51.8,99.99,57.0,50.0,11.2,110000,49.2,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-27,1948,52.1,99.99,68.0,43.0,10.4,110000,49.4,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-28,1948,60.4,99.99,64.9,55.0,25.2,10010,45.8,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-02-29,1948,40.5,0.0,51.1,32.0,8.9,0,28.5,Winter
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-01,1948,36.1,0.0,48.9,28.0,10.1,0,27.3,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-02,1948,50.7,99.99,66.0,42.1,12.2,110000,44.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-03,1948,44.2,0.0,55.0,39.9,6.5,0,37.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-04,1948,34.2,99.99,39.0,28.9,12.8,111000,28.4,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-05,1948,30.2,0.0,43.0,19.9,16.3,0,18.9,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-06,1948,36.8,99.99,39.0,36.0,9.8,110000,26.5,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-07,1948,43.2,99.99,48.0,37.9,13.3,110000,38.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-08,1948,35.8,0.0,46.0,26.1,7.8,0,27.4,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-09,1948,40.8,0.0,48.0,35.1,5.9,0,31.1,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-10,1948,42.1,0.0,53.1,34.0,8.7,0,32.4,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-11,1948,29.7,99.99,39.9,24.1,12.7,111010,25.9,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-12,1948,23.4,0.0,34.0,12.9,7.3,0,17.1,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-13,1948,29.4,0.0,46.9,16.0,6.8,0,17.6,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-14,1948,42.6,0.0,62.1,28.9,11.7,0,24.1,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-15,1948,56.1,99.99,62.1,50.0,20.4,10010,42.4,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-16,1948,58.9,99.99,64.0,55.9,19.3,10010,53.1,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-17,1948,46.8,0.0,57.0,41.0,6.2,0,38.7,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-18,1948,52.4,0.0,68.0,41.0,7.4,0,36.6,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-19,1948,65.5,99.99,75.0,57.0,22.5,10000,54.3,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-20,1948,64.2,99.99,73.9,55.9,7.9,10000,56.4,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-21,1948,70.3,0.0,78.1,64.9,16.1,0,59.2,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-22,1948,62.2,99.99,68.0,57.9,10.7,10010,57.0,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-23,1948,56.2,99.99,59.0,50.0,10.7,110000,50.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-24,1948,53.2,99.99,63.0,46.0,8.2,110000,43.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-25,1948,57.4,0.0,75.0,44.1,7.9,0,39.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-26,1948,60.6,99.99,66.0,55.9,13.1,10010,51.2,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-27,1948,51.7,99.99,64.0,37.9,16.0,110010,46.3,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-28,1948,34.2,99.99,44.1,25.0,12.2,1000,22.2,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-29,1948,42.9,0.0,62.1,30.0,15.1,0,24.6,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-30,1948,54.1,0.0,64.9,44.1,14.4,0,30.3,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-03-31,1948,59.2,99.99,71.1,51.1,19.7,10010,46.5,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-01,1948,52.0,99.99,60.1,44.1,6.4,110000,48.3,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-02,1948,45.9,99.99,59.0,33.1,12.6,10000,33.2,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-03,1948,43.1,0.0,55.0,32.0,7.3,0,30.1,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-04,1948,52.7,0.0,71.1,37.0,10.8,0,31.0,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-05,1948,60.1,99.99,66.9,55.0,12.5,10000,48.6,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-06,1948,61.3,99.99,70.0,55.9,9.5,10010,57.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-07,1948,59.4,99.99,66.0,55.0,9.0,110010,57.7,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-08,1948,66.0,99.99,73.9,59.0,9.4,10010,54.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-09,1948,47.7,0.0,61.0,37.9,11.2,0,32.1,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-10,1948,48.6,99.99,64.0,37.0,7.7,10000,32.2,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-11,1948,62.2,99.99,70.0,54.0,22.3,10010,51.0,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-12,1948,56.0,99.99,68.0,48.0,12.3,110010,54.1,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-13,1948,57.0,99.99,66.0,48.0,8.7,110010,56.1,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-14,1948,51.6,99.99,60.1,46.0,9.9,110000,50.2,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-15,1948,50.1,0.0,61.0,41.0,4.3,100000,42.9,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-16,1948,59.2,0.0,75.0,46.0,10.2,0,44.7,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-17,1948,47.8,0.0,60.1,37.0,13.5,0,34.9,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-18,1948,55.2,0.0,75.0,39.0,7.9,0,36.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-19,1948,64.9,0.0,78.1,54.0,10.8,0,47.9,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-20,1948,67.3,99.99,80.1,57.9,13.9,10000,53.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-21,1948,54.6,99.99,66.9,48.9,10.4,10000,48.7,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-22,1948,52.0,0.0,66.9,39.9,8.0,0,43.7,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-23,1948,65.3,0.0,81.0,52.0,8.5,0,52.2,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-24,1948,70.8,0.0,82.0,60.1,10.4,0,58.3,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-25,1948,71.9,0.0,84.9,59.0,6.1,0,59.2,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-26,1948,73.1,0.0,84.0,62.1,7.1,0,57.4,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-27,1948,70.5,99.99,80.1,62.1,10.7,10000,57.9,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-28,1948,56.4,99.99,66.9,52.0,15.7,10000,47.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-29,1948,51.7,0.0,55.9,46.9,11.2,0,44.6,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-04-30,1948,52.1,0.0,66.9,37.9,5.4,100000,41.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-01,1948,59.5,99.99,69.1,52.0,6.2,110010,52.5,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-02,1948,65.6,99.99,79.0,57.9,14.8,110010,59.4,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-03,1948,58.0,99.99,70.0,51.1,11.0,10000,50.6,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-04,1948,56.0,99.99,66.9,50.0,8.4,110010,52.6,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-05,1948,54.5,0.0,64.9,46.0,5.3,100000,48.5,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-06,1948,55.4,99.99,59.0,52.0,5.8,110000,50.7,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-07,1948,53.3,99.99,59.0,46.9,19.0,110010,44.7,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-08,1948,55.5,99.99,71.1,43.0,7.9,10000,43.5,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-09,1948,65.7,0.0,81.0,53.1,12.0,0,47.7,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-10,1948,71.5,0.0,84.0,60.1,11.4,0,55.6,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-11,1948,72.6,99.99,84.0,63.0,8.1,10010,61.1,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-12,1948,68.8,99.99,79.0,60.1,6.2,110010,63.4,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-13,1948,63.1,99.99,68.0,59.0,7.7,110000,59.5,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-14,1948,58.5,0.0,66.9,53.1,10.0,100000,50.7,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-15,1948,59.6,99.99,70.0,51.1,7.0,10000,51.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-16,1948,64.5,99.99,72.0,59.0,8.6,110010,59.0,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-17,1948,61.9,99.99,68.0,52.0,12.9,110010,52.5,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-18,1948,60.8,0.0,72.0,48.0,6.6,0,48.6,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-19,1948,60.2,0.0,70.0,48.9,6.1,0,48.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-20,1948,61.8,0.0,75.9,46.9,4.7,0,49.0,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-21,1948,66.9,99.99,78.1,55.0,11.7,10000,57.0,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-22,1948,58.9,0.0,70.0,48.0,7.5,0,43.4,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-23,1948,63.6,0.0,78.1,48.0,3.9,0,46.7,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-24,1948,64.5,0.0,75.9,53.1,6.9,0,53.3,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-25,1948,60.3,0.0,70.0,51.1,10.7,0,44.9,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-26,1948,59.1,0.0,71.1,46.0,9.2,0,43.3,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-27,1948,65.8,0.0,82.0,50.0,5.0,0,48.6,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-28,1948,68.6,99.99,73.0,64.9,6.0,10000,61.0,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-29,1948,68.5,99.99,75.9,63.0,8.1,110000,61.8,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-30,1948,65.7,0.0,77.0,53.1,8.7,0,56.1,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-05-31,1948,62.8,0.0,73.9,48.9,11.2,0,45.2,Spring
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-01,1948,62.6,0.0,77.0,46.9,9.3,0,43.9,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-02,1948,67.5,0.0,82.0,53.1,6.3,0,51.0,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-03,1948,71.3,0.0,84.0,57.0,9.1,0,50.4,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-04,1948,73.9,0.0,88.0,60.1,6.2,0,54.8,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-05,1948,72.2,99.99,84.9,63.0,7.0,10000,58.5,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-06,1948,70.2,99.99,79.0,64.9,9.8,10010,63.1,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-07,1948,67.9,99.99,75.9,63.0,9.8,110010,63.8,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-08,1948,68.7,99.99,78.1,59.0,11.7,110010,56.4,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-09,1948,64.4,0.0,73.9,53.1,8.3,0,53.5,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-10,1948,68.6,0.0,84.0,55.0,4.5,100000,54.7,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-11,1948,73.4,0.0,86.0,61.0,6.0,0,58.6,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-12,1948,76.9,0.0,90.0,64.0,9.5,0,61.7,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-13,1948,72.2,99.99,79.0,66.0,7.6,10000,62.6,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-14,1948,70.8,0.0,84.0,57.9,4.8,0,54.9,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-15,1948,75.7,0.0,90.0,62.1,7.9,0,61.2,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-16,1948,69.2,99.99,78.1,63.0,8.6,110010,61.7,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-17,1948,67.8,0.0,82.0,55.0,5.7,0,52.4,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-18,1948,73.9,99.99,86.0,64.9,10.0,10010,62.6,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-19,1948,75.4,0.0,86.0,64.9,10.8,0,67.8,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-20,1948,70.0,0.0,82.0,55.9,6.4,100000,59.2,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-21,1948,75.5,99.99,91.9,63.0,6.7,10010,64.5,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-22,1948,77.3,99.99,91.0,69.1,10.5,10010,69.1,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-23,1948,81.1,0.0,91.0,72.0,11.9,0,70.7,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-24,1948,80.5,0.0,88.0,73.0,13.6,0,69.5,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-25,1948,77.8,0.0,89.1,68.0,7.7,0,67.1,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-26,1948,76.9,99.99,91.9,68.0,6.9,10010,66.1,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-27,1948,78.4,99.99,91.0,66.9,8.5,10010,67.8,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-28,1948,77.3,99.99,93.0,69.1,11.0,10010,67.3,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-29,1948,74.6,99.99,82.0,69.1,11.3,10010,69.1,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-06-30,1948,73.5,99.99,82.9,66.9,7.5,110000,65.7,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-07-01,1948,70.0,0.0,78.1,57.9,6.9,0,57.2,Summer
historical,99999993820,"LEXINGTON BLUEGRASS AIRPORT, KY US",1948-07-02,1948,71.6,0.0,84.9,57.9,5.5,0,54.1,Summer
